Site,Sp,SpCode,PC1,PC2,PC3,PC4
1017,sapiens,0,3.0080405848803924,0.7130517027226121,-0.45067705879328024,0.3102935429217011
1017,sapiens,0,1.3469615071543755,1.7086286380854445,-0.3421224100674942,-0.6320327327391377
1017,sapiens,0,2.380174185532506,0.8365090370637772,-0.38659088063275165,0.5584665529311135
1017,sapiens,0,0.5026903406672902,0.6915993319844328,-1.5185019908131334,-0.03879907725026906
1017,sapiens,0,0.6082568866069112,0.518466646415149,-1.8401153415276295,-0.7455272098115462
1017,sapiens,0,2.060276571516343,0.9742652333015785,0.18744161180698535,0.9731191428069208
1017,sapiens,0,2.1666988220387586,0.3745122505651329,0.7328211032103987,-0.7925877546257617
1017,sapiens,0,1.600725132817085,0.9419133010493259,-0.6331033682851006,1.38588529892633
1017,sapiens,0,1.7944807998400893,1.3415680120728055,-0.12473650887549038,1.0641378215045347
1017,sapiens,0,0.5628919343552611,1.1170639850088213,0.169511990351598,-0.1245817994928018
1017,sapiens,0,-1.7571809601775727,1.2686768860792697,0.04247589047138338,0.5097980247572648
1017,sapiens,0,1.8760333537183345,0.35318148272650185,0.6082418230360571,-0.08371034197004898
1017,sapiens,0,0.23389786659509423,-0.34015646006698774,-0.7031799192840946,-0.10579537036860258
1017,sapiens,0,0.008662606303871135,0.08944245888878744,0.30091376663867647,-0.8663133260896634
1017,sapiens,0,-1.1077378852653115,0.6184432612588023,0.8436272221688919,-0.349253664973411
1017,sapiens,0,-1.0206475289428372,0.700265067793561,0.23671714688487142,-0.05575863795041877
1017,sapiens,0,-0.03297854987292472,0.9641128695756317,0.5423617370208524,0.36724359299317405
1017,sapiens,0,0.14949453695854173,-0.1302569399275038,-1.39343553277522,-0.27689598997834075
1017,sapiens,0,-0.4091035073546459,1.2965415091778596,0.8250616249649735,-0.2640883798440108
1017,sapiens,0,-0.8756192316538921,1.7706638799655954,0.5381389839078106,0.2854873467347769
1017,sapiens,0,-2.167301963937533,2.3584160495733233,-0.5545090194462454,1.3941232409110624
1017,sapiens,0,-1.2493768834455574,2.5118907173838516,-0.6761082551265026,2.6604156461700925
1017,sapiens,0,-2.4501308360157132,1.6627478958023263,-0.6221242623977622,1.705669869231236
1017,sapiens,0,-1.5060024436423565,-0.7679019787710102,-1.395839248524868,0.13250398835897712
1017,sapiens,0,-0.44872062239543203,0.45025575642516646,0.01666964895682323,0.6617831804899339
1017,sapiens,0,-2.1527982267563073,0.8241724846355737,0.33411688960649644,0.46559709159421636
1017,sapiens,0,-0.8102910666840145,0.9465685123539401,0.956099170129272,0.5835017709412026
1017,sapiens,0,-3.7072292413907664,0.4408348853398221,0.0813792245979662,-0.26346287637567245
1017,sapiens,0,-1.816507764340275,0.03676466358059992,1.507932438445436,-0.10224901867155209
1017,sapiens,0,-7.104899198248425,1.756134876499867,-1.7088180689584493,-0.3313379855769532
1017,sapiens,0,-2.6074735624887735,1.2519725273396662,-0.3716808481574855,0.6259881682161296
1017,sapiens,0,-4.538033456617843,1.2765671955457072,0.7552106403752752,-0.8544110104726834
1017,sapiens,0,-4.464437507056964,0.2972051598144391,0.04376611399231081,0.8860066009381442
1017,sapiens,0,-3.8906371085977445,-0.3688872184787041,-1.2704921042416188,0.9735985464002814
1017,sapiens,0,-4.190330765482756,2.298918727664601,-0.09950996032241399,2.591342272966788
1017,sapiens,0,-5.180372555563799,2.246769056659644,-0.4956131705292846,2.506061078444271
1017,sapiens,0,-4.3012022896844,1.3888488608312297,-0.11368461249331753,3.0783124418937327
1017,sapiens,0,-4.027639762628416,0.5414147815018324,0.674867664511589,1.0769511727137078
1017,sapiens,0,-4.658670929347036,1.0696437938769734,1.485245429389844,0.3893904446988009
1017,sapiens,0,-5.29315865440517,0.9457954542362569,0.8647992692646215,1.4555505803959614
1017,sapiens,0,-4.641836472632814,-0.34353842569180587,1.2965783077816577,-0.30022852247894966
1017,sapiens,0,-6.047867638733361,1.0566664155789898,-0.12537491144999016,0.8321154408073765
1017,sapiens,0,-4.402382771281874,-0.5229458243863704,0.3909177689867167,1.6363628093417721
1017,sapiens,0,-7.160909605937036,0.9845373468824552,-1.0137831971876046,2.298216635664838
A5,sapiens,0,2.5485214625833184,1.0958196909158058,-0.34647128565936247,0.40036789531112704
A5,sapiens,0,2.737886422265077,1.1446562997957652,0.1476394267837084,-0.05822098794077743
A5,sapiens,0,2.9130895670724324,1.6991602490105966,0.2255277678778939,0.20033378520104556
A5,sapiens,0,3.3988617120739515,0.7892174869778581,-0.11000511508528964,1.0293575062726301
A5,sapiens,0,3.0825903261630483,1.2631987131597062,0.6223885620103456,0.35015726606181896
A5,sapiens,0,2.3996972390448215,1.2234927853727373,0.799493101675948,-0.8311644206849114
A5,sapiens,0,2.692317416761414,-0.4145481910428005,-0.1681252326983972,-0.3951968373347095
A5,sapiens,0,1.8239434201068203,2.3329315055958895,-0.08197112367023576,0.9792267477512576
A5,sapiens,0,2.3146465097257063,0.7845542552488306,0.614380000097493,-0.3312540913351538
A5,sapiens,0,2.730770268748489,1.1775902012612078,0.4596454045890988,1.5710031817013863
A5,sapiens,0,2.9397344479523664,1.17336511825597,-0.07219330561241026,1.683919111342945
A5,sapiens,0,1.7357500361982456,1.2773158891664487,0.9664562446078945,-0.0754502744336223
A5,sapiens,0,1.6597559460583353,1.4521302886841982,-0.1473239211422147,0.6823223722951746
A5,sapiens,0,0.7111358542704352,1.0633042674984827,0.5740566526471019,-0.848622407215862
A5,sapiens,0,1.4846992560250616,0.4425226473457,0.48907982413532713,-0.7295409042226499
A5,sapiens,0,1.2875992128937368,1.1794345690223822,0.6296050043099986,-0.10198185160530338
A5,sapiens,0,1.6785250346282845,0.7249008541863057,0.8131010802304195,-0.7351228776683474
A5,sapiens,0,-1.689722191002054,1.5582084928042492,0.8282519150758937,-1.374458788381545
A5,sapiens,0,1.1691206750714818,0.9898901209402569,0.693567742756252,0.8831974927115354
A5,sapiens,0,0.10149515006459262,1.3019702002172822,-1.1645192126766244,1.8689197023089932
A5,sapiens,0,0.5878125083725033,0.7466858341979052,0.10079923366991252,1.168685104979746
A5,sapiens,0,1.1699180415565216,0.38280464755888294,0.10031009760638736,0.08253182935792872
A5,sapiens,0,0.5273466738782401,0.8945140692647208,0.25313520541079815,0.34165089047040165
A5,sapiens,0,1.519394107159095,0.16643785651089807,0.12806713534310668,-0.2603793272973307
A5,sapiens,0,1.3233393311524027,-0.5572289987943121,0.6592614012825242,0.42754262597276677
A5,sapiens,0,0.2795783838519885,1.5541627210387539,0.41227899442974353,0.07808306581834931
A5,sapiens,0,1.3425071547398413,0.3356283456620895,1.3358170230132451,0.2756752498385788
A5,sapiens,0,0.38508903191330646,1.0812783655911324,0.6235429224013401,1.69496377433018
A5,sapiens,0,-0.17175255965615358,1.9268029203087202,0.7032931713953673,1.9537795709037031
A5,sapiens,0,0.8689648048779622,-0.9842090585047081,0.8824511284964032,0.22752436437489565
A5,sapiens,0,-0.8731340314368908,-1.3529854884505463,-0.3429231879335702,0.02941237568677269
A5,sapiens,0,0.6406370016832649,-0.8787584997899531,1.344739755427011,0.10411301059282646
A5,sapiens,0,0.7374622817647882,-0.5401725481642676,0.9242667104472713,0.8496991017103753
A5,sapiens,0,-2.048560042903217,0.36269301700519985,0.12998493032008662,-0.17779401868271807
A5,sapiens,0,-4.174352520642029,0.9693149304847569,0.09079075457000664,-0.303430598793661
A5,sapiens,0,-0.32027531094838774,-0.45435566288813056,1.2584917800410755,0.6779047276268365
A5,sapiens,0,-1.4189892581326422,0.7607666764502774,1.2031963158649561,-0.12915377256571475
A5,sapiens,0,-0.03093878007151862,0.3442106422266341,0.9335004557687419,0.6564932394180811
A5,sapiens,0,-2.833264933879497,1.8328332812321797,0.4459887765629716,0.5444289637324188
A5,sapiens,0,-1.3638272528796875,-0.5295779780780294,-0.046811505377510054,1.2044066358791878
A5,sapiens,0,-2.301688867497031,0.3638174969433366,1.7457823978189033,0.43556408019371357
A5,sapiens,0,-2.3274155511261934,0.7239676773437875,1.4962633959647922,0.9677570846099566
A5,sapiens,0,-7.616871865936579,2.0091274809584023,0.47587888191301053,1.3006772607607662
ANW-3,sapiens,0,1.4078796913098215,2.2375511482057333,-0.933976742814604,0.5685460276474716
ANW-3,sapiens,0,0.385703036768184,2.1264710553079027,-0.022101077175529713,0.35095604572766764
ANW-3,sapiens,0,2.2187124810352215,0.8853749339864467,-0.042382196822063734,0.7592672722135726
ANW-3,sapiens,0,2.3980411231539533,1.0321337563332498,-0.33744362719692844,0.8235949480634219
ANW-3,sapiens,0,0.9482992117765827,1.2834059682972072,-1.3689284074128814,1.3713778389123101
ANW-3,sapiens,0,2.17146824627176,0.8787953580082162,0.3401281736341187,0.7781600621123587
ANW-3,sapiens,0,0.7846079504031936,2.047874446138608,0.027454318036967077,0.9593936137557323
ANW-3,sapiens,0,0.7968080581842799,0.8153765225672936,-0.11100903543658422,0.5433559973338762
ANW-3,sapiens,0,1.5245148577244683,0.8730501633922126,0.5914324823049385,0.15392040588265676
ANW-3,sapiens,0,-0.07265252446631336,1.0111664924849808,0.48485250671326585,-0.43487876073480713
ANW-3,sapiens,0,1.5517719648527077,1.275639207289458,0.36503223920767974,1.6652742671985061
ANW-3,sapiens,0,0.06263165419039736,0.8204055384757345,0.12014986938306003,-0.8965470621675327
ANW-3,sapiens,0,-0.4917311294748189,0.9001785626486689,-0.10094066070819424,-0.26629420654163705
ANW-3,sapiens,0,1.4806541185408506,0.554921305910236,0.8369764519719111,-0.21740340087577661
ANW-3,sapiens,0,-0.4222040319011185,1.1503313512333342,-0.38792508180044205,-0.20491055956911122
ANW-3,sapiens,0,-0.04964243252175428,1.0920719790555533,-1.1697907443139814,0.5441491839884421
ANW-3,sapiens,0,1.239327334421508,0.5344996454171791,0.46040573676269997,0.10249241934134114
ANW-3,sapiens,0,0.25352381226829895,0.4266603246734554,0.6909656769158237,-0.20173462466407624
ANW-3,sapiens,0,-0.18566678180905447,0.4766330243349346,-0.09413428006426912,-0.4621929029387987
ANW-3,sapiens,0,-0.799271552491637,1.2193430477310965,-0.28348808252067575,0.1983875191821815
ANW-3,sapiens,0,0.6627106339439326,0.13310493830286044,-0.363246016648395,0.2737213803822492
ANW-3,sapiens,0,0.7574899858325118,1.4497925905979279,0.5164905041425665,0.5443911736155107
ANW-3,sapiens,0,-0.17675620730040492,0.47365284845554606,-0.1556358544460214,0.587127805064129
ANW-3,sapiens,0,-0.5699837100415982,0.7179902489406722,0.3107687292424736,-0.6938888470577594
ANW-3,sapiens,0,-0.03728683215707219,0.7647944540820234,-0.5638442170607736,-0.3899799954905139
ANW-3,sapiens,0,0.22052321744048228,0.07177353461796407,0.7030927617742664,0.22033307541000685
ANW-3,sapiens,0,-0.1844849887284935,0.8314096576189676,0.2401776333863468,0.44849672477209057
ANW-3,sapiens,0,-1.1783293319006833,1.9201804425259825,0.8991825124774716,0.06419910091282513
ANW-3,sapiens,0,0.42002107100863045,0.26356683119831403,-0.33662809440931524,1.297280041211095
ANW-3,sapiens,0,-0.9189211385537464,0.9066819284380708,-0.0663309660591053,-0.12351444437272924
ANW-3,sapiens,0,-0.08103801577363366,1.4800596981728655,0.3579781346319457,1.3791795193684324
ANW-3,sapiens,0,0.04768058830182236,0.8494540243019174,0.518354941652987,1.2852247820645157
ANW-3,sapiens,0,-0.442278723705076,1.0966475291840005,1.066430843690854,0.5628966403436716
ANW-3,sapiens,0,0.43777422967593826,1.325784141315034,0.046137753247055165,2.0544244446127777
ANW-3,sapiens,0,-0.7553327536767726,0.35580761408692846,0.06540797869957124,0.069297249797621
ANW-3,sapiens,0,-0.9820769186301508,1.5032691033083287,0.09462818054200849,0.43985170311014904
ANW-3,sapiens,0,0.0489841409155151,1.1165989618285046,1.3765207642581667,0.604291871951549
ANW-3,sapiens,0,0.734846929960291,-0.18468555378568174,0.6511444698830415,0.8488343692380649
ANW-3,sapiens,0,-0.3767897786121474,0.47494353987466426,-0.35639824534146974,0.8641029900697518
ANW-3,sapiens,0,-0.3360663382816097,-0.11688321290279519,1.190445166584945,-0.4012047255668007
ANW-3,sapiens,0,-1.7585447427825514,1.2059423916805563,-0.2964302133606256,1.6616779732313738
ANW-3,sapiens,0,-3.3924972705755048,0.9817920427598879,-0.22864662434056685,0.256165702454655
ANW-3,sapiens,0,-2.676677696404481,0.621831612037831,0.4808306752124167,-0.7532839758815348
ANW-3,sapiens,0,-1.7945468460321703,1.2121255056873759,0.2458343627804978,0.6994712127235275
ANW-3,sapiens,0,-2.419098279785521,0.8708107010769345,-0.8492256367488704,0.7731048761797766
ANW-3,sapiens,0,-1.1630860410293333,-0.2808872694797424,1.3361991373433697,-0.19095373925709191
ANW-3,sapiens,0,-1.5769802082908346,0.6762839211805407,0.5134121491917857,0.6004455705314856
ANW-3,sapiens,0,-1.8594171030536784,0.44144747762194303,0.7746283015615947,-0.2690050648684365
ANW-3,sapiens,0,-1.7771132541809493,0.19381847439551605,0.3439352056657371,0.23764070238485416
ANW-3,sapiens,0,-1.4469866837549172,-0.38304710497325095,1.3738672454738614,0.6982023201230798
ANW-3,sapiens,0,-1.9782401456179262,-0.027478559731523498,1.0637895810021083,1.1314744751245829
ANW-3,sapiens,0,-2.377768681129309,0.5869597676417422,0.444938901731258,0.08709933679148346
ANW-3,sapiens,0,-3.0617872615206827,0.3443127272404691,0.9391170087747642,1.178351802638222
ANW-3,sapiens,0,-3.7671075747030844,-0.0732803999414574,0.9570047219143569,0.2699955122800693
ANW-3,sapiens,0,-8.319375364084905,0.79710063347079,0.2578260973106457,1.6119338593786292
BNS,sapiens,0,1.791113259841384,2.103542915289949,-0.5545097338834323,-0.0014538707017988123
BNS,sapiens,0,3.356325835610278,2.3294869567055025,-0.061266621285644626,2.031070951205863
BNS,sapiens,0,3.7078726378380433,0.3074255972962079,-0.08428078242221125,0.39685461898058366
BNS,sapiens,0,1.034325763216572,1.9057781808009686,-0.612802942905856,0.014342817374949484
BNS,sapiens,0,2.397895844899188,1.4931621482350095,0.2584533035723496,0.31263166306707846
BNS,sapiens,0,1.6814339296190177,2.0601832244334966,-0.6429159154296714,0.35081715043399564
BNS,sapiens,0,0.1261594561957002,1.8588809675365516,-0.899244570840807,-0.3608172069759613
BNS,sapiens,0,2.1829885785379144,1.6994601692787625,0.34850929378480755,0.06749723909501804
BNS,sapiens,0,2.72483758653975,0.8949231209505506,0.8108738612318286,-0.10090443471955564
BNS,sapiens,0,1.8076995095274266,0.6908638472233216,-0.47092021316438515,0.7462198450591861
BNS,sapiens,0,1.1898832481797037,1.3675013918276533,-0.6643625218780762,0.6100599127848934
BNS,sapiens,0,2.9379695297547976,1.2630264181135507,0.4198882057850527,1.8289983504687555
BNS,sapiens,0,0.07346240776057847,2.7791332101672275,-0.5544986712253324,2.216820491266137
BNS,sapiens,0,0.48845103257936806,1.0338994231161405,-1.1570726021921383,0.8041032978568265
BNS,sapiens,0,2.2521979888235277,0.2955070297310496,1.069927515770464,-0.5919964554717451
BNS,sapiens,0,1.8145626622300206,0.5716456129100861,1.4792372793948156,-0.866414849872469
BNS,sapiens,0,2.3511744642501866,-0.08168232338844138,0.6965011616921474,0.09116983257288917
BNS,sapiens,0,2.1578512352433163,0.5260832414010966,1.212203967198747,0.20042539329193215
BNS,sapiens,0,0.04371688571169918,1.0260466434905318,0.865038161016106,0.2305665635306315
BNS,sapiens,0,1.3167048180346352,0.5341897206376353,0.28942065233357667,-0.500422389899135
BNS,sapiens,0,-0.12074312413150644,1.8775901643919704,-0.5885182484092675,2.8298661279573736
BNS,sapiens,0,0.7349267103964644,0.26712934477939104,1.5711938364804747,0.5084293998212244
BNS,sapiens,0,0.3257486338767933,-1.04130503300961,0.4390782347909705,0.5153186439684199
BNS,sapiens,0,0.87648502511075,0.264923290612964,-0.5499300938042067,1.862167387987111
BNS,sapiens,0,0.6558627637849176,1.1333513077944724,0.30034697219280654,0.43029096505865455
BNS,sapiens,0,-0.6368741338696087,1.097798213475037,-0.21805117117676076,1.2823950330227474
BNS,sapiens,0,0.5914565217904644,0.19463996597739017,1.0757937238258193,0.7783070429483108
BNS,sapiens,0,-0.5973103057850537,1.3716091623631161,1.1497378531841866,-0.10793349307988429
BNS,sapiens,0,-1.1847767367341475,1.3197808367020845,1.2094372469228432,0.5506827946622629
BNS,sapiens,0,-1.8853952651799089,1.0779482902992352,0.5788771864113814,-0.27413827198171453
BNS,sapiens,0,-4.097465291904773,3.5382202377331926,-0.8044083007210724,1.786516410714912
BNS,sapiens,0,-2.82782278420666,-0.3795480539128504,1.182871498278544,-1.0006199445838022
JKF-1,unknown,2,2.4712989141452115,0.741439801309682,0.5496676611194399,-0.0064430402901293395
JKF-1,unknown,2,2.000126534100927,-0.9794348086285121,-0.19766688480521274,-0.03892180753792997
JKF-1,unknown,2,0.8139598680506082,0.6134636105582677,0.03703997966707338,0.1184569336893665
JKF-1,unknown,2,-0.1211547505501188,0.02327372101840679,-1.4103425499533244,-0.8635060069747589
JKF-1,unknown,2,-0.2747281702447799,-0.7023659927627388,0.6313166589052828,0.45285512894279867
JKF-1,unknown,2,0.5585219813635959,0.10160159260950143,-1.2922212434038751,0.6983634227582157
JKF-1,unknown,2,0.52635440157839,-0.12649267638170897,-0.24598578286610373,0.7308352215589543
JKF-1,unknown,2,0.612503247564923,-0.8243686133741064,0.13094428551634615,-0.6803188679478951
JKF-1,unknown,2,-1.4667608705166608,-0.01750179464413383,-0.7965572361706739,0.9577460471693996
JKF-1,unknown,2,-1.763380502838707,-0.8179962206036329,-2.7331409872212906,1.5480629162615118
JKF-1,unknown,2,-1.7917887708205333,-1.0195048233139987,-2.908591580338572,0.770042703124735
JKF-1,unknown,2,-0.11216779269568213,-0.7075826384120454,0.20696014604115134,0.19809420634574904
JKF-1,unknown,2,-1.7140087098777834,0.17608061259840022,-0.026916812129554955,-1.1339946105575565
JKF-1,unknown,2,-0.8062109265404336,0.41643496337868535,0.12413985854896487,0.03860740755760147
JKF-1,unknown,2,-1.57956008524513,-0.880425761985565,-1.7024581851645268,0.6238328996825084
JKF-1,unknown,2,-2.819709519789312,-0.7208832883958721,0.16339246572171467,-0.5681610483584231
JKF-1,unknown,2,-0.9086329392883378,-1.0412443568603866,-0.03278638640682999,1.1361287322901985
JKF-1,unknown,2,-1.3601354984564322,-1.5352879350140616,-1.5793371703572838,1.0867062055953916
JKF-1,unknown,2,-3.215843780787482,-0.7301269419771166,0.18476602212036547,0.580048737602377
JKF-1,unknown,2,-4.04758358092352,-1.0236815397685188,1.0417043027875175,1.192781804070407
JKF-1,unknown,2,-3.1030076623195875,-1.4674832523582795,-1.127561926957368,1.4902532906190649
JKF-1,unknown,2,-2.403512045678658,-1.8240024563527835,-0.22755376004606534,1.2245325869600454
JKF-1,unknown,2,-1.816614600279261,-3.130300228408261,-0.02884364537026847,0.37785607117597175
JKF-1,unknown,2,-4.723200875905639,-2.8225242813304283,0.23667350270476817,1.2475215650896194
JQ-1,sapiens,0,-1.545911066225582,2.0751326382865867,-2.018567409194278,0.3316617869864664
JQ-1,sapiens,0,-0.27193691995230224,0.9140185089126499,-0.45088395658578906,-1.062886203996726
JQ-1,sapiens,0,0.6782487399565674,1.7838203454337749,-0.5123136567423601,-0.42170050240981066
JQ-1,sapiens,0,-0.9364084685560554,0.8554239032897025,1.4347087225936224,-0.9619691826415584
JQ-1,sapiens,0,-0.439821385843722,0.28011731115099026,1.3932189496157987,0.43914144527659804
JQ-1,sapiens,0,-0.8196102404667964,1.9807877485484082,-0.2825108576214201,1.066734921836576
JQ-1,sapiens,0,-1.7736888581833394,0.5565819198010605,1.319720445007055,-0.40653626475267873
JQ-1,sapiens,0,-1.3211548530225914,0.06040182566472147,0.6544253328211306,-0.8902680557771945
JQ-1,sapiens,0,-2.710021417381584,1.4879850604969667,1.1260583879999235,-1.0554319018689327
JQ-1,sapiens,0,-2.076453016812577,0.35230714563254656,0.8935966924822857,0.8595426098779947
JSM-1,sapiens,0,3.7849924733760605,1.623315557148439,-0.16226822391191995,0.8797533870179182
JSM-1,sapiens,0,2.5008290577652907,1.1910116016283836,0.3969801568860517,-0.5798728682410257
JSM-1,sapiens,0,2.518675353572273,1.326240817618304,-0.18532897068097537,0.3801532121987783
JSM-1,sapiens,0,2.4874677534408853,2.076099084956221,0.4903886730618043,-0.10097857828274398
JSM-1,sapiens,0,2.9770854022960966,0.7785448823928877,-0.09028490355198476,-0.3899240041941033
JSM-1,sapiens,0,0.5422694310770967,1.5408616365725503,1.0164357412913418,-0.7588885764971299
JSM-1,sapiens,0,1.1825942281827033,1.6713715278182728,-0.6484074802477164,0.12407909012397261
JSM-1,sapiens,0,0.008962484520244944,2.5049395586699776,-0.7852225035861866,0.4351697853181686
JSM-1,sapiens,0,1.1213698726153134,2.0338869840884928,-0.43435377062343816,0.5474788660581416
JSM-1,sapiens,0,1.4591148350278014,1.139300781247027,0.5784320826986656,0.18721083275636646
JSM-1,sapiens,0,1.472255704352014,1.0716964604513852,-0.4760937697553584,-0.3964232345790805
JSM-1,sapiens,0,1.7869689294334519,0.9175645384205674,0.36947270355390466,-0.38026108460518715
JSM-1,sapiens,0,1.7070560955958656,1.117962252531017,0.3738224672973571,0.07605853227875109
JSM-1,sapiens,0,1.5684203181108878,0.07522161018390741,0.6877905042751595,-0.8634824852346893
JSM-1,sapiens,0,1.0728863862648077,0.5962741960007428,0.4786747845695717,-0.7710000383257775
JSM-1,sapiens,0,0.13854098553712682,0.9059315104981311,-0.023190934256287217,-0.31063362789018856
JSM-1,sapiens,0,2.18362281421909,0.41447133166311373,0.8448077215417333,-0.4531300196572523
JSM-1,sapiens,0,0.7303360541839189,0.7634146305834907,0.5904149188865442,0.2793582408760687
JSM-1,sapiens,0,-0.27571685852330297,0.35690325654416094,-0.1343115010775287,0.4206712771743511
JSM-1,sapiens,0,0.32573940325046363,1.0546769651294996,0.24037250793174067,-0.277614077056891
JSM-1,sapiens,0,-0.23759236006290682,2.412704845803442,-0.6639674842716832,1.5186988803372652
JSM-1,sapiens,0,1.003702417150981,0.5117408689982595,-0.09532058016794362,0.8494037955516901
JSM-1,sapiens,0,0.632991736687974,0.9000127366683682,0.46482365433261325,0.8524093842523157
JSM-1,sapiens,0,0.6170909642852769,1.273876322469494,0.8943020694718059,0.29221640784509406
JSM-1,sapiens,0,-0.039021605086799846,0.30491539924315914,0.6238529664886351,-0.7495967368589854
JSM-1,sapiens,0,1.6237829881780235,0.15452965380105557,1.2247009459266887,0.656179957859181
JSM-1,sapiens,0,2.0326399959875725,-0.15358161369090026,0.9258594525154955,1.2217607851528653
JSM-1,sapiens,0,0.3095212348149339,0.49658928236372557,1.2825517320474427,0.37258309685844326
JSM-1,sapiens,0,-2.5825640331272695,0.5596904036845465,-0.08856431774595724,-0.3644750722660929
JSM-1,sapiens,0,-0.2568033333225075,-0.24429630094337604,1.3036886863055694,-0.18182339070076137
JSM-1,sapiens,0,-2.2030191294541814,-0.2883291118799855,-0.15043554105425191,-1.2774805216222882
JSM-1,sapiens,0,-1.4710396474316778,0.8872996059805225,0.020529804451252374,1.0045688017283319
JSM-1,sapiens,0,-1.4599881768280278,0.6246226026688935,0.7608845011544805,0.07558008909150128
JSM-1,sapiens,0,-2.745106689477076,0.029210940780105492,0.8083768014239697,-0.6243678717243353
JSM-1,sapiens,0,-3.513765145637593,1.3845168224205084,0.25127123098105963,2.5372695181986775
JSM-1,sapiens,0,-5.2670013003794125,-0.16904524065100077,-1.3420304497020874,-1.479682864839351
Kebara X,neanderthal,1,3.3706894551722337,0.4752157057696625,-0.889484285533679,-0.2409300460580996
Kebara X,neanderthal,1,3.1847827455630493,0.09402789037078585,0.009164842480514798,-0.7385526456499132
Kebara X,neanderthal,1,2.652448608457329,-0.02811340342698709,-0.7801286500336009,-0.6833379340975428
Kebara X,neanderthal,1,2.9898063574996536,0.39493480932344255,-0.9958131186048073,-0.19728782203594092
Kebara X,neanderthal,1,2.4814097920248694,0.38361816400803933,-1.5340237695730918,-0.4256216248379897
Kebara X,neanderthal,1,2.9844232953937953,-0.05869683379498158,-1.1686033379721172,0.0802062328467938
Kebara X,neanderthal,1,2.5599672582679895,-0.3700769013596937,-0.9400108065212697,-0.027487931054182037
Kebara X,neanderthal,1,0.33569289556659804,1.761194577503275,-1.9432428602404315,0.6752336355246935
Kebara X,neanderthal,1,2.0367142733679815,-0.5235653329169478,-0.4590017764302365,-0.012883773651521931
Kebara X,neanderthal,1,3.1800035217470914,-0.30369500940484806,-0.23514330746424686,0.01917095479356143
Kebara X,neanderthal,1,2.3493195866050742,-0.05380905088376044,0.20857090630945702,0.4682571981138146
Kebara X,neanderthal,1,1.5445266454592173,-0.3496298978342443,-0.7962876378067184,0.2560102200381189
Kebara X,neanderthal,1,2.5800497227484946,-0.31353671078053347,-1.205816043074011,0.15558521016000293
Kebara X,neanderthal,1,2.1979459127072616,-0.8613898323047303,-0.6493043719671504,-0.19413936690536776
